Timestamp,Soil_Moisture,Ambient_Temperature,Humidity,Light_Intensity,Annual CO₂ emissions (tonnes )
2024-10-03 10:54:53.407995,27.521108772254976,22.24024536256306,55.29190389508887,556.172805131218,
2024-10-03 16:54:53.407995,14.835566151888916,21.706763280909925,63.94918051173581,596.1367212302714,
2024-10-03 22:54:53.407995,17.086361974997438,21.180945559285547,67.83795648765081,591.124626808531,
2024-10-04 04:54:53.407995,15.336156078582944,22.593301942227185,58.1908110056612,241.4124763779383,
2024-10-04 10:54:53.407995,39.82221602941021,28.929001064000246,63.77203576821832,444.4938296099551,
2024-10-04 16:54:53.407995,29.20836481534943,24.36420868878257,46.392811452098336,496.23303984208593,
2024-10-04 22:54:53.407995,16.351409451876588,23.022894958221272,56.90621179183925,454.63921437395226,
2024-10-05 04:54:53.407995,33.307696956004705,20.1991857151318,56.3262169649808,455.6989746013178,
2024-10-05 10:54:53.407995,12.722726094083018,25.46764546847184,47.54417466418322,635.0570336625123,
2024-10-05 16:54:53.407995,13.244641440291131,27.63668532784915,65.61576853617763,393.2477805158376,
2024-10-05 22:54:53.407995,24.998960131191488,25.93062360229092,56.82434202030795,482.25099981750736,
2024-10-06 04:54:53.407995,31.606610983776264,23.994648082601124,58.53132772714595,763.5381969363248,
2024-10-06 10:54:53.407995,23.526045611952632,19.000491563586657,57.75413529301306,436.3746794273101,
2024-10-06 16:54:53.407995,21.535296059923027,19.739669989047524,47.508460278949656,724.1481606697018,
2024-10-06 22:54:53.407995,23.78048857806465,26.49079136127092,45.879799050110336,561.1187449128007,
2024-10-07 04:54:53.407995,28.12275833847145,27.295814207845424,52.06643944969609,515.1991467931699,
2024-10-07 10:54:53.407995,22.281166928044687,19.26392676469244,45.21420851771271,800.7266096441854,
2024-10-07 16:54:53.407995,15.20503814406763,23.63405834504201,40.83784536677513,423.1442154692256,
2024-10-07 22:54:53.407995,39.2429306005678,29.39285652160216,61.67028339323424,203.4998926357084,
2024-10-08 04:54:53.407995,35.32985581724917,22.373446831763303,40.67374637596763,395.1885279888143,
2024-10-08 10:54:53.407995,37.396984355779,28.416181650877554,63.69918699110808,735.681831364056,
2024-10-08 16:54:53.407995,37.74516990437203,20.530868169521906,47.25582510605044,472.7790052478596,
2024-10-08 22:54:53.407995,32.70184017367443,29.192802625598347,62.82887406115603,427.2720750642514,
2024-10-09 04:54:53.407995,39.446354042325694,24.28970893332943,50.56190134388186,319.4868231179959,
2024-10-09 10:54:53.407995,39.567367086043205,25.55026655290689,63.67890896461528,867.7026544748144,
2024-10-09 16:54:53.407995,29.545701066289915,24.809210954654034,42.01890238666286,923.2339881448264,
2024-10-09 22:54:53.407995,15.499959079570708,26.282783845950345,40.25984233583839,677.0739745930812,
2024-10-10 04:54:53.407995,33.1564814738942,19.0296370497881,44.4687263184109,339.8834702931435,
2024-10-10 10:54:53.407995,30.79192053725144,25.182985979667865,63.92669146225151,524.9309827398718,
2024-10-10 16:54:53.407995,13.90916870441628,21.95147498004146,42.4098101037432,508.2548631737778,
2024-10-10 22:54:53.407995,19.06898516434994,18.89191428106705,59.990034181183695,867.1298681507387,
2024-10-11 04:54:53.407995,39.83876413758551,21.65353180545177,69.68726259987122,607.1387548836982,
2024-10-11 10:54:53.407995,37.70253750807224,18.2812708788201,53.78590330361981,227.57293663508003,
2024-10-11 16:54:53.407995,18.138595130038976,22.06444668918239,51.536820114820365,302.8768790319144,
2024-10-11 22:54:53.407995,31.283431483297427,22.24091207195894,50.497093713530624,297.6229175194561,
2024-10-12 04:54:53.407995,28.41588625558361,27.423014753798448,66.14889901295848,577.3716030143112,
2024-10-12 10:54:53.407995,15.729236709381244,29.585600227907552,66.98353088899378,222.82530169209628,
2024-10-12 16:54:53.407995,28.08880201560132,21.532658204621857,43.6097378357978,560.0587425188842,
2024-10-12 22:54:53.407995,29.55269085194686,24.78499673558113,50.62575539060849,735.8495565491255,
2024-10-13 04:54:53.407995,13.113382850974586,22.862325240850154,67.05026738030428,576.3646454522128,
2024-10-13 10:54:53.407995,19.30080763926231,18.08769868874087,44.80825005597495,547.135861552089,
2024-10-13 16:54:53.407995,32.383672811092005,29.990886104906263,68.13763607774416,711.343799780007,
2024-10-13 22:54:53.407995,18.251686782570356,20.14741830441229,56.04820926102056,441.9643933529116,
